event_id,intention_id,event_date,event_type,hours_spent,note,title,category_name,status
291,49,2023-12-19,STARTED,0.0,,Set up automatic savings,Financial,COMPLETED
292,174,2023-05-05,CREATED,0.0,,PLAN A TRIP ITINERARY,Travel,OPEN/STALLED
293,267,2024-03-01,STARTED,0.0,,IMPROVE SLEEP SCHEDULE,Fitness & Health,OPEN/STALLED
294,20,2025-01-09,POSTPONED,0.0,Lack of money,Start a small garden,Hobby,COMPLETED
295,266,2023-12-02,CREATED,0.0,,Pay off a small debt,Financial,OPEN/STALLED
296,201,2024-12-02,RESEARCHED,3.1,,Plan a weekend getaway,Travel,OPEN/STALLED
297,186,2025-02-21,POSTPONED,0.0,Unclear next step,FIND A MENTOR IN MY FIELD,Career,COMPLETED
298,106,2025-06-26,RESEARCHED,4.1,,Start a houseplant collection,Hobby,OPEN/STALLED
299,237,2023-08-15,CREATED,0.0,,Research flights for a trip,Travel,ABANDONED
300,182,2024-11-04,COMPLETED,0.0,,Plan a savings goal,Financial,COMPLETED
301,130,2024-01-18,STARTED,0.0,,Start a puzzle-solving habit,Hobby,COMPLETED
302,292,2025-03-23,RESEARCHED,2.4,,Start a houseplant collection,Hobby,ABANDONED
303,198,2023-03-22,CREATED,0.0,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
304,96,2024-03-16,COMPLETED,0.0,,Learn touch typing,Learning & Skills,COMPLETED
305,38,2023-02-02,CREATED,0.0,,WRITE SHORT STORIES WEEKLY,Creative,OPEN/STALLED
306,234,2023-06-29,CONTINUED,1.1,,LEARN SQL PROPERLY,Learning & Skills,OPEN/STALLED
307,302,2025-08-01,ABANDONED,0.0,Overestimated effort required,Build a personal dashboard,Side Project,ABANDONED
308,219,2024-05-03,RESEARCHED,1.9,,Read one book on statistics,Learning & Skills,OPEN/STALLED
309,222,2023-06-01,STARTED,0.0,,Research a relocation destination,Travel,REPLACED
310,69,2023-05-05,CONTINUED,1.1,,Call an old friend,Relationships,REPLACED
311,306,2023-11-21,PLANNED,0.0,,Plan a road trip route,Travel,COMPLETED
312,221,2023-08-15,CONTINUED,4.9,,Plan a family visit,Relationships,COMPLETED
313,55,2023-10-05,RESEARCHED,0.3,,Schedule regular calls with family,Relationships,COMPLETED
314,158,2024-07-12,RESEARCHED,0.4,,Plan a family visit,Relationships,ABANDONED
315,228,2023-10-10,CREATED,0.0,,Research career change options,Career,OPEN/STALLED
316,57,2025-02-08,CREATED,0.0,,Research visa requirements,Travel,ABANDONED
317,54,2024-10-13,RESEARCHED,0.3,,Complete a data visualization course,Learning & Skills,OPEN/STALLED
318,277,2023-08-24,STARTED,0.0,,Build a personal dashboard,Side Project,COMPLETED
319,127,2024-03-19,CREATED,0.0,,Book a long-postponed trip,Travel,COMPLETED
320,277,2023-07-25,RESEARCHED,0.3,,Build a personal dashboard,Side Project,COMPLETED
321,227,2025-05-19,ABANDONED,0.0,Unclear next step,Organize digital files,Home & Admin,ABANDONED
322,185,2024-09-28,STARTED,0.0,,Start a photography project,Creative,COMPLETED
323,9,2024-10-23,CONTINUED,3.8,,Plan a family visit,Relationships,COMPLETED
324,185,2024-11-13,COMPLETED,0.0,,Start a photography project,Creative,COMPLETED
325,246,2023-06-29,POSTPONED,0.0,Unclear next step,Set up automatic savings,Financial,OPEN/STALLED
326,179,2025-01-03,ABANDONED,0.0,Unclear next step,Organize a small get-together,Relationships,ABANDONED
327,263,2023-10-18,CREATED,0.0,,Plan a family visit,Relationships,COMPLETED
328,61,2024-11-14,CREATED,0.0,,Learn basic calligraphy,Hobby,COMPLETED
329,130,2024-01-31,CONTINUED,3.9,,Start a puzzle-solving habit,Hobby,COMPLETED
330,43,2023-04-13,PLANNED,0.0,,Get a professional certification,Career,ABANDONED
331,284,2024-05-08,ABANDONED,0.0,Lack of motivation,Track spending for a month,Financial,ABANDONED
332,41,2025-05-17,RESEARCHED,0.6,,Try a new craft technique,Creative,OPEN/STALLED
333,54,2024-11-07,PLANNED,0.0,,Complete a data visualization course,Learning & Skills,OPEN/STALLED
334,5,2024-09-30,RESEARCHED,0.9,,Start sketching daily,Creative,ABANDONED
335,227,2024-12-19,RESEARCHED,1.1,,Organize digital files,Home & Admin,ABANDONED
336,139,2024-02-06,RESEARCHED,1.2,,Build a personal dashboard,Side Project,ABANDONED
337,141,2024-01-03,PLANNED,0.0,,Read one book on statistics,Learning & Skills,ABANDONED
338,214,2025-02-03,CREATED,0.0,,Plan a weekend getaway,Travel,COMPLETED
339,254,2023-03-04,RESEARCHED,0.6,,Start a puzzle-solving habit,Hobby,COMPLETED
340,196,2025-05-03,POSTPONED,0.0,Lost interest,Ask for a performance review,Career,REPLACED
341,58,2024-08-25,RESEARCHED,1.7,,Plan a weekend getaway,Travel,OPEN/STALLED
342,26,2024-06-11,RESEARCHED,2.5,,Ask for a performance review,Career,ABANDONED
343,293,2023-04-07,CREATED,0.0,,Complete a data visualization course,Learning & Skills,OPEN/STALLED
344,271,2025-01-10,RESEARCHED,1.1,,Start a small garden,Hobby,ABANDONED
345,76,2023-09-28,RESEARCHED,0.8,,Review and cut subscriptions,Financial,OPEN/STALLED
346,25,2024-01-31,CONTINUED,2.8,,Renew an expiring document,Home & Admin,COMPLETED
347,308,2025-04-14,POSTPONED,0.0,Unclear next step,Try a new craft technique,Creative,COMPLETED
348,129,2025-05-03,POSTPONED,0.0,Lack of motivation,Learn a card or board game deeply,Hobby,OPEN/STALLED
349,76,2024-02-01,POSTPONED,0.0,Blocked by dependency,Review and cut subscriptions,Financial,OPEN/STALLED
350,186,2025-02-01,CREATED,0.0,,FIND A MENTOR IN MY FIELD,Career,COMPLETED
351,250,2024-11-09,POSTPONED,0.0,Lack of money,Prepare for technical interviews,Career,OPEN/STALLED
352,176,2024-04-17,CREATED,0.0,,Write short stories weekly,Creative,ABANDONED
353,86,2024-11-21,RESEARCHED,1.4,,Start a freelance side gig,Side Project,REPLACED
354,252,2025-07-08,RESEARCHED,7.4,,Complete a data visualization course,Learning & Skills,OPEN/STALLED
355,11,2025-05-31,RESEARCHED,5.4,,CREATE A MONTHLY BUDGET,Financial,OPEN/STALLED
356,133,2024-03-07,STARTED,0.0,,Learn key phrases for a trip,Travel,ABANDONED
357,178,2023-09-07,CREATED,0.0,,PLAN A TRIP ITINERARY,Travel,OPEN/STALLED
358,119,2024-04-29,CREATED,0.0,,Restore an old creative project,Creative,OPEN/STALLED
359,281,2023-12-16,RESEARCHED,0.0,,Start a reading challenge,Hobby,OPEN/STALLED
360,41,2025-05-05,RESEARCHED,1.1,,Try a new craft technique,Creative,OPEN/STALLED
361,130,2023-12-15,RESEARCHED,1.1,,Start a puzzle-solving habit,Hobby,COMPLETED
362,243,2025-05-23,CREATED,0.0,,Finish an online Python course,Learning & Skills,OPEN/STALLED
363,271,2024-12-27,CREATED,0.0,,Start a small garden,Hobby,ABANDONED
364,161,2024-07-14,PLANNED,0.0,,Learn the basics of investing,Financial,ABANDONED
365,169,2025-07-09,ABANDONED,0.0,Lack of time,Compare insurance providers,Financial,ABANDONED
366,77,2025-06-04,CREATED,0.0,,Reorganize the wardrobe,Home & Admin,OPEN/STALLED
367,213,2023-12-13,REPLACED,60.0,Replaced by a different priority,Build a personal dashboard,Side Project,REPLACED
368,59,2024-09-15,ABANDONED,0.0,No accountability,LAUNCH A SMALL ONLINE SHOP,Side Project,ABANDONED
369,45,2023-11-05,RESEARCHED,0.0,,Write a long-overdue message,Relationships,OPEN/STALLED
370,198,2023-04-08,RESEARCHED,0.4,,Improve sleep schedule,Fitness & Health,OPEN/STALLED
371,80,2023-03-31,RESEARCHED,1.7,,Learn a card or board game deeply,Hobby,OPEN/STALLED
372,225,2024-07-25,REPLACED,0.0,Replaced by a different priority,Plan a road trip route,Travel,REPLACED
373,111,2023-06-27,RESEARCHED,2.5,,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,COMPLETED
374,101,2025-03-10,CONTINUED,1.9,,Start a niche newsletter,Side Project,ABANDONED
375,174,2023-09-19,CONTINUED,1.3,,PLAN A TRIP ITINERARY,Travel,OPEN/STALLED
376,282,2023-06-27,CONTINUED,1.7,,Learn to cook healthier meals,Fitness & Health,COMPLETED
377,208,2025-04-01,CREATED,0.0,,Restore an old creative project,Creative,OPEN/STALLED
378,25,2024-01-21,CONTINUED,13.8,,Renew an expiring document,Home & Admin,COMPLETED
379,171,2024-12-23,STARTED,0.0,,Build a personal data project,Side Project,COMPLETED
380,204,2023-08-31,CREATED,0.0,,Research a relocation destination,Travel,OPEN/STALLED
381,91,2023-11-23,RESEARCHED,0.4,,Start going to the gym 3x/week,Fitness & Health,COMPLETED
382,47,2023-06-20,CREATED,0.0,,Learn to use Power BI,Learning & Skills,OPEN/STALLED
383,186,2025-03-16,STARTED,0.0,,FIND A MENTOR IN MY FIELD,Career,COMPLETED
384,197,2024-01-01,CONTINUED,0.7,,Write a long-overdue message,Relationships,COMPLETED
385,100,2024-06-16,POSTPONED,0.0,Overestimated effort required,Learn to cook healthier meals,Fitness & Health,OPEN/STALLED
386,39,2024-04-03,CONTINUED,3.1,,Start a freelance side gig,Side Project,COMPLETED
387,223,2024-03-09,STARTED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
388,62,2024-01-21,ABANDONED,0.0,Lack of time,Learn conversational Spanish,Learning & Skills,ABANDONED
389,212,2023-11-29,CONTINUED,0.6,,Write a long-overdue message,Relationships,OPEN/STALLED
390,245,2025-02-08,PLANNED,0.0,,Send a thank-you note,Relationships,ABANDONED
391,189,2024-04-12,CREATED,0.0,,Learn basic public speaking,Learning & Skills,OPEN/STALLED
392,97,2025-05-31,RESEARCHED,0.6,,Prepare for technical interviews,Career,OPEN/STALLED
393,107,2024-01-07,PLANNED,0.0,,Plan a solo trip,Travel,ABANDONED
394,219,2024-06-06,CONTINUED,1.6,,Read one book on statistics,Learning & Skills,OPEN/STALLED
395,45,2023-11-24,RESEARCHED,0.6,,Write a long-overdue message,Relationships,OPEN/STALLED
396,221,2023-09-06,COMPLETED,0.0,,Plan a family visit,Relationships,COMPLETED
397,182,2024-08-28,RESEARCHED,0.3,,Plan a savings goal,Financial,COMPLETED
398,238,2024-04-21,RESEARCHED,0.8,,Start a freelance side gig,Side Project,OPEN/STALLED
399,233,2023-08-22,ABANDONED,0.0,No accountability,Review and cut subscriptions,Financial,ABANDONED
400,213,2023-10-27,RESEARCHED,0.7,,Build a personal dashboard,Side Project,REPLACED
401,190,2024-04-29,RESEARCHED,0.8,,Train for a 5k run,Fitness & Health,ABANDONED
402,94,2025-06-26,CREATED,0.0,,Plan a trip itinerary,Travel,OPEN/STALLED
403,185,2024-09-14,RESEARCHED,0.6,,Start a photography project,Creative,COMPLETED
404,85,2024-12-02,PLANNED,0.0,,START A READING CHALLENGE,Hobby,OPEN/STALLED
405,306,2024-04-16,COMPLETED,0.0,,Plan a road trip route,Travel,COMPLETED
406,307,2023-09-04,RESEARCHED,1.3,,Learn a new design software,Creative,OPEN/STALLED
407,125,2023-12-23,RESEARCHED,5.6,,Start a houseplant collection,Hobby,OPEN/STALLED
408,26,2024-09-08,CONTINUED,0.5,,Ask for a performance review,Career,ABANDONED
409,40,2025-03-25,ABANDONED,0.0,Lost interest,BUILD AN AUTOMATION SCRIPT,Side Project,ABANDONED
410,137,2023-04-29,RESEARCHED,2.5,,Plan a solo trip,Travel,OPEN/STALLED
411,33,2025-06-24,RESEARCHED,2.3,,Compare insurance providers,Financial,OPEN/STALLED
412,287,2024-11-14,RESEARCHED,0.5,,Plan a road trip route,Travel,ABANDONED
413,298,2023-07-07,ABANDONED,0.0,Unclear next step,Reduce screen time before bed,Fitness & Health,ABANDONED
414,59,2024-06-25,PLANNED,0.0,,LAUNCH A SMALL ONLINE SHOP,Side Project,ABANDONED
415,312,2024-02-19,CONTINUED,1.0,,Start a small blog,Side Project,COMPLETED
416,101,2024-11-04,POSTPONED,0.0,Competing priorities,Start a niche newsletter,Side Project,ABANDONED
417,150,2023-05-21,RESEARCHED,0.3,,Read one book on statistics,Learning & Skills,REPLACED
418,288,2023-05-16,STARTED,0.0,,Build a portfolio project,Side Project,OPEN/STALLED
419,267,2024-04-03,CONTINUED,0.0,,IMPROVE SLEEP SCHEDULE,Fitness & Health,OPEN/STALLED
420,67,2023-04-25,CREATED,0.0,,Build a portfolio project,Side Project,OPEN/STALLED
421,8,2025-05-24,POSTPONED,0.0,Overestimated effort required,Start a puzzle-solving habit,Hobby,OPEN/STALLED
422,248,2024-07-30,RESEARCHED,0.2,,Renew an expiring document,Home & Admin,OPEN/STALLED
423,133,2024-02-14,POSTPONED,0.0,Competing priorities,Learn key phrases for a trip,Travel,ABANDONED
424,107,2024-02-05,ABANDONED,0.0,Lost interest,Plan a solo trip,Travel,ABANDONED
425,103,2023-11-01,ABANDONED,0.0,Unclear next step,Improve sleep schedule,Fitness & Health,ABANDONED
426,229,2024-10-19,CREATED,0.0,,Read one book on statistics,Learning & Skills,OPEN/STALLED
427,312,2023-10-28,RESEARCHED,0.8,,Start a small blog,Side Project,COMPLETED
428,115,2025-02-09,CREATED,60.0,,Reconnect with a former colleague,Relationships,OPEN/STALLED
429,218,2025-05-31,PLANNED,0.0,,Start a small garden,Hobby,OPEN/STALLED
430,197,2023-09-28,RESEARCHED,2.6,,Write a long-overdue message,Relationships,COMPLETED
431,131,2023-09-07,CREATED,0.0,,Track spending for a month,Financial,OPEN/STALLED
432,29,2025-07-09,RESEARCHED,0.7,,Read one book on statistics,Learning & Skills,OPEN/STALLED
433,197,2023-11-29,CONTINUED,2.8,,Write a long-overdue message,Relationships,COMPLETED
434,128,2023-06-30,CREATED,0.0,,Start daily stretching,Fitness & Health,OPEN/STALLED
435,228,2023-10-27,RESEARCHED,1.1,,Research career change options,Career,OPEN/STALLED
436,313,2023-06-18,RESEARCHED,0.0,,Research flights for a trip,Travel,ABANDONED
437,117,2024-10-27,CREATED,0.0,,Deep clean the kitchen,Home & Admin,ABANDONED
438,160,2024-06-01,RESEARCHED,0.0,,Research a relocation destination,Travel,OPEN/STALLED
439,34,2025-03-03,RESEARCHED,1.0,,Contribute to an open-source project,Side Project,OPEN/STALLED
440,25,2023-12-27,STARTED,0.0,,Renew an expiring document,Home & Admin,COMPLETED
441,227,2025-03-18,CONTINUED,2.2,,Organize digital files,Home & Admin,ABANDONED
442,187,2024-05-22,CREATED,0.0,,Write a long-overdue message,Relationships,OPEN/STALLED
443,125,2023-12-22,CREATED,0.0,,Start a houseplant collection,Hobby,OPEN/STALLED
444,144,2024-01-28,ABANDONED,0.0,Perfectionism / fear of failure,Learn salary negotiation,Career,ABANDONED
445,165,2025-03-02,CONTINUED,6.7,,Research flights for a trip,Travel,OPEN/STALLED
446,295,2024-08-19,CREATED,0.0,,Organize digital files,Home & Admin,OPEN/STALLED
447,158,2024-10-09,ABANDONED,0.0,Lack of money,Plan a family visit,Relationships,ABANDONED
448,190,2024-05-10,ABANDONED,0.0,Lack of time,Train for a 5k run,Fitness & Health,ABANDONED
449,157,2025-02-08,POSTPONED,0.0,Perfectionism / fear of failure,Research a relocation destination,Travel,COMPLETED
450,157,2025-06-07,POSTPONED,0.0,Lack of time,Research a relocation destination,Travel,COMPLETED
451,157,2024-12-04,CREATED,0.0,,Research a relocation destination,Travel,COMPLETED
452,306,2023-11-15,RESEARCHED,1.1,,Plan a road trip route,Travel,COMPLETED
453,312,2023-10-19,CREATED,0.0,,Start a small blog,Side Project,COMPLETED
454,134,2025-02-19,RESEARCHED,1.8,,Plan a savings goal,Financial,OPEN/STALLED
455,276,2025-05-30,CONTINUED,5.9,,Try a new craft technique,Creative,COMPLETED
456,96,2023-10-28,CONTINUED,1.5,,Learn touch typing,Learning & Skills,COMPLETED
457,298,2023-04-29,RESEARCHED,1.5,,Reduce screen time before bed,Fitness & Health,ABANDONED
458,181,2023-10-01,CREATED,0.0,,Update personal records,Home & Admin,OPEN/STALLED
459,130,2024-05-09,CONTINUED,4.6,,Start a puzzle-solving habit,Hobby,COMPLETED
460,250,2024-10-16,RESEARCHED,3.2,,Prepare for technical interviews,Career,OPEN/STALLED
461,212,2023-09-15,STARTED,0.0,,Write a long-overdue message,Relationships,OPEN/STALLED
462,244,2025-06-28,CREATED,0.0,,Schedule regular calls with family,Relationships,OPEN/STALLED
463,100,2024-06-02,RESEARCHED,0.8,,Learn to cook healthier meals,Fitness & Health,OPEN/STALLED
464,232,2025-04-11,RESEARCHED,2.0,,Renew an expiring document,Home & Admin,OPEN/STALLED
465,269,2025-07-13,PLANNED,0.0,,Learn touch typing,Learning & Skills,OPEN/STALLED
466,144,2023-10-26,RESEARCHED,1.9,,Learn salary negotiation,Career,ABANDONED
467,77,2025-07-17,PLANNED,0.0,,Reorganize the wardrobe,Home & Admin,OPEN/STALLED
468,141,2023-12-14,RESEARCHED,1.5,,Read one book on statistics,Learning & Skills,ABANDONED
469,221,2023-07-18,STARTED,0.0,,Plan a family visit,Relationships,COMPLETED
470,267,2024-04-10,CONTINUED,6.1,,IMPROVE SLEEP SCHEDULE,Fitness & Health,OPEN/STALLED
471,311,2025-06-14,CREATED,0.0,,Build a portfolio website,Career,ABANDONED
472,104,2024-02-29,CREATED,0.0,,Learn to play an instrument,Creative,OPEN/STALLED
473,51,2023-03-25,STARTED,0.0,,Organize digital files,Home & Admin,COMPLETED
474,20,2025-04-04,CONTINUED,3.1,,Start a small garden,Hobby,COMPLETED
475,81,2024-09-12,CREATED,0.0,,SELL UNUSED ITEMS ONLINE,Home & Admin,OPEN/STALLED
476,96,2023-09-03,POSTPONED,0.0,Lost interest,Learn touch typing,Learning & Skills,COMPLETED
477,314,2025-06-24,CREATED,0.0,,Start sketching daily,Creative,OPEN/STALLED
478,316,2024-02-06,RESEARCHED,0.8,,Plan a family visit,Relationships,ABANDONED
479,69,2023-02-12,CREATED,0.0,,Call an old friend,Relationships,REPLACED
480,230,2023-10-04,RESEARCHED,2.0,,Ask for a performance review,Career,OPEN/STALLED
481,223,2024-04-28,CONTINUED,0.5,,Schedule regular calls with family,Relationships,COMPLETED
482,76,2023-11-23,STARTED,0.0,,Review and cut subscriptions,Financial,OPEN/STALLED
483,84,2023-05-14,STARTED,0.0,,Automate a recurring bill payment,Home & Admin,COMPLETED
484,271,2025-01-26,RESEARCHED,1.8,,Start a small garden,Hobby,ABANDONED
485,48,2023-03-03,RESEARCHED,0.3,,Enter a local art competition,Creative,OPEN/STALLED
486,74,2025-04-08,RESEARCHED,6.4,,Build an emergency fund,Financial,OPEN/STALLED
487,223,2024-06-19,COMPLETED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
488,313,2023-07-06,RESEARCHED,2.0,,Research flights for a trip,Travel,ABANDONED
489,185,2024-09-19,PLANNED,0.0,,Start a photography project,Creative,COMPLETED
490,187,2024-05-26,RESEARCHED,1.2,,Write a long-overdue message,Relationships,OPEN/STALLED
491,41,2025-06-05,STARTED,0.0,,Try a new craft technique,Creative,OPEN/STALLED
492,123,2024-12-08,CREATED,0.0,,Practice a new software tool weekly,Learning & Skills,ABANDONED
493,266,2023-12-25,RESEARCHED,2.1,,Pay off a small debt,Financial,OPEN/STALLED
494,215,2023-06-23,RESEARCHED,1.3,,Research a relocation destination,Travel,OPEN/STALLED
495,156,2023-08-26,CREATED,0.0,,Build an emergency fund,Financial,OPEN/STALLED
496,226,2023-10-30,REPLACED,0.0,Replaced by a different priority,Ask for a performance review,Career,REPLACED
497,123,2024-12-16,RESEARCHED,0.5,,Practice a new software tool weekly,Learning & Skills,ABANDONED
498,58,2024-08-31,RESEARCHED,1.4,,Plan a weekend getaway,Travel,OPEN/STALLED
499,249,2023-12-29,CREATED,0.0,,Learn touch typing,Learning & Skills,OPEN/STALLED
500,43,2023-06-05,ABANDONED,0.0,Low energy / burnout,Get a professional certification,Career,ABANDONED
501,157,2025-02-27,PLANNED,0.0,,Research a relocation destination,Travel,COMPLETED
502,125,2024-01-05,RESEARCHED,0.8,,Start a houseplant collection,Hobby,OPEN/STALLED
503,206,2024-08-02,CREATED,0.0,,BUILD AN EMERGENCY FUND,Financial,ABANDONED
504,247,2025-05-31,CONTINUED,1.3,,Finish an online Python course,Learning & Skills,COMPLETED
505,80,2023-02-09,CREATED,0.0,,Learn a card or board game deeply,Hobby,OPEN/STALLED
506,60,2023-12-01,STARTED,0.0,,Start a photography project,Creative,REPLACED
507,55,2023-11-30,PLANNED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
508,209,2024-11-25,CREATED,0.0,,Start a puzzle-solving habit,Hobby,OPEN/STALLED
509,231,2023-08-02,RESEARCHED,0.5,,Learn basic public speaking,Learning & Skills,OPEN/STALLED
510,227,2025-02-11,CONTINUED,3.5,,Organize digital files,Home & Admin,ABANDONED
511,61,2024-12-25,RESEARCHED,0.8,,Learn basic calligraphy,Hobby,COMPLETED
512,226,2023-08-13,RESEARCHED,0.5,,Ask for a performance review,Career,REPLACED
513,130,2024-03-20,CONTINUED,1.2,,Start a puzzle-solving habit,Hobby,COMPLETED
514,111,2023-05-11,CREATED,0.0,,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,COMPLETED
515,59,2024-06-02,CREATED,0.0,,LAUNCH A SMALL ONLINE SHOP,Side Project,ABANDONED
516,276,2025-03-12,RESEARCHED,4.4,,Try a new craft technique,Creative,COMPLETED
517,219,2024-07-21,CONTINUED,4.5,,Read one book on statistics,Learning & Skills,OPEN/STALLED
518,43,2023-03-04,CREATED,0.0,,Get a professional certification,Career,ABANDONED
519,11,2025-05-31,RESEARCHED,5.4,,CREATE A MONTHLY BUDGET,Financial,OPEN/STALLED
520,245,2025-01-17,CREATED,0.0,,Send a thank-you note,Relationships,ABANDONED
521,48,2023-03-23,RESEARCHED,2.6,,Enter a local art competition,Creative,OPEN/STALLED
522,91,2023-12-22,STARTED,0.0,,Start going to the gym 3x/week,Fitness & Health,COMPLETED
523,133,2024-01-19,RESEARCHED,0.8,,Learn key phrases for a trip,Travel,ABANDONED
524,297,2024-02-21,RESEARCHED,1.3,,Learn the basics of investing,Financial,ABANDONED
525,196,2025-04-12,RESEARCHED,0.5,,Ask for a performance review,Career,REPLACED
526,130,2024-06-23,CONTINUED,2.1,,Start a puzzle-solving habit,Hobby,COMPLETED
527,302,2025-05-11,RESEARCHED,1.3,,Build a personal dashboard,Side Project,ABANDONED
528,173,2023-08-18,STARTED,0.0,,Plan a solo trip,Travel,COMPLETED
529,73,2025-06-01,STARTED,0.0,,Update personal records,Home & Admin,OPEN/STALLED
530,219,2024-09-12,CONTINUED,1.7,,Read one book on statistics,Learning & Skills,OPEN/STALLED
531,195,2025-02-27,ABANDONED,0.0,Lack of money,BOOK A LONG-POSTPONED TRIP,Travel,ABANDONED
532,20,2024-09-20,RESEARCHED,0.0,,Start a small garden,Hobby,COMPLETED
533,14,2024-08-13,REPLACED,0.0,Replaced by a different priority,Start journaling regularly,Hobby,REPLACED
534,150,2023-05-02,CREATED,0.0,,Read one book on statistics,Learning & Skills,REPLACED
535,77,2025-06-28,RESEARCHED,0.8,,Reorganize the wardrobe,Home & Admin,OPEN/STALLED
536,140,2023-10-05,CREATED,0.0,,Reorganize the wardrobe,Home & Admin,OPEN/STALLED
537,65,2025-06-10,STARTED,0.0,,Learn touch typing,Learning & Skills,OPEN/STALLED
538,57,2025-02-24,RESEARCHED,0.5,,Research visa requirements,Travel,ABANDONED
539,9,2024-12-29,CONTINUED,0.7,,Plan a family visit,Relationships,COMPLETED
540,90,2024-08-29,ABANDONED,0.0,No accountability,Learn key phrases for a trip,Travel,ABANDONED
541,221,2023-06-14,RESEARCHED,2.3,,Plan a family visit,Relationships,COMPLETED
542,262,2025-02-12,CREATED,0.0,,RESEARCH INVESTMENT OPTIONS,Financial,OPEN/STALLED
543,220,2024-10-25,CREATED,0.0,,TRY A NEW RECIPE EVERY WEEK,Hobby,OPEN/STALLED
544,56,2024-05-23,ABANDONED,0.0,Lack of motivation,Redesign a personal art portfolio,Creative,ABANDONED
545,18,2024-05-02,PLANNED,0.0,,Learn a new design software,Creative,ABANDONED
546,8,2025-04-06,CREATED,0.0,,Start a puzzle-solving habit,Hobby,OPEN/STALLED
547,84,2023-03-13,CREATED,0.0,,Automate a recurring bill payment,Home & Admin,COMPLETED
548,172,2023-08-19,POSTPONED,0.0,Lack of motivation,Call an old friend,Relationships,OPEN/STALLED
549,7,2023-05-04,RESEARCHED,3.0,,Study for a certification exam,Learning & Skills,ABANDONED
550,247,2025-05-01,CREATED,0.0,,Finish an online Python course,Learning & Skills,COMPLETED
551,303,2023-05-26,RESEARCHED,2.8,,Automate a recurring bill payment,Home & Admin,OPEN/STALLED
552,76,2023-10-30,RESEARCHED,0.5,,Review and cut subscriptions,Financial,OPEN/STALLED
553,101,2024-11-11,PLANNED,0.0,,Start a niche newsletter,Side Project,ABANDONED
554,276,2025-05-16,STARTED,0.0,,Try a new craft technique,Creative,COMPLETED
555,223,2024-01-15,CREATED,0.0,,Schedule regular calls with family,Relationships,COMPLETED
556,50,2024-01-01,RESEARCHED,3.3,,Train for a 5k run,Fitness & Health,OPEN/STALLED
557,316,2024-05-21,CONTINUED,0.8,,Plan a family visit,Relationships,ABANDONED
558,136,2024-12-08,CREATED,0.0,,Prototype a small app idea,Side Project,OPEN/STALLED
559,305,2024-03-19,RESEARCHED,1.1,,Plan a solo trip,Travel,ABANDONED
560,158,2024-07-11,CREATED,0.0,,Plan a family visit,Relationships,ABANDONED
561,25,2024-04-12,CONTINUED,1.1,,Renew an expiring document,Home & Admin,COMPLETED
562,268,2025-06-24,PLANNED,0.0,,Build a personal dashboard,Side Project,COMPLETED
563,27,2023-06-27,RESEARCHED,0.4,,Pay off a small debt,Financial,ABANDONED
564,223,2024-04-10,CONTINUED,1.3,,Schedule regular calls with family,Relationships,COMPLETED
565,254,2023-04-08,PLANNED,60.0,,Start a puzzle-solving habit,Hobby,COMPLETED
566,254,2023-02-21,RESEARCHED,2.6,,Start a puzzle-solving habit,Hobby,COMPLETED
567,123,2025-01-29,RESEARCHED,3.2,,Practice a new software tool weekly,Learning & Skills,ABANDONED
568,219,2024-04-27,CREATED,0.0,,Read one book on statistics,Learning & Skills,OPEN/STALLED
569,106,2025-07-24,PLANNED,0.0,,Start a houseplant collection,Hobby,OPEN/STALLED
570,17,2023-04-20,RESEARCHED,2.5,,Send a thank-you note,Relationships,ABANDONED
571,221,2023-05-24,CREATED,0.0,,Plan a family visit,Relationships,COMPLETED
572,274,2025-06-12,PLANNED,0.0,,Learn touch typing,Learning & Skills,OPEN/STALLED
573,182,2024-09-07,PLANNED,0.0,,Plan a savings goal,Financial,COMPLETED
574,130,2024-03-03,POSTPONED,0.0,Lost interest,Start a puzzle-solving habit,Hobby,COMPLETED
575,69,2023-03-20,PLANNED,0.0,,Call an old friend,Relationships,REPLACED
576,159,2023-04-05,POSTPONED,0.0,Overestimated effort required,Train for a 5k run,Fitness & Health,COMPLETED
577,20,2024-10-05,POSTPONED,0.0,Blocked by dependency,Start a small garden,Hobby,COMPLETED
578,268,2025-05-26,RESEARCHED,2.3,,Build a personal dashboard,Side Project,COMPLETED
579,96,2023-09-20,PLANNED,0.0,,Learn touch typing,Learning & Skills,COMPLETED
580,85,2024-12-19,CONTINUED,7.0,,START A READING CHALLENGE,Hobby,OPEN/STALLED
581,82,2023-10-02,RESEARCHED,0.6,,Organize a small get-together,Relationships,OPEN/STALLED
582,20,2025-03-13,POSTPONED,0.0,Lack of money,Start a small garden,Hobby,COMPLETED
583,63,2025-01-22,ABANDONED,0.0,Perfectionism / fear of failure,Research investment options,Financial,ABANDONED
584,309,2025-04-27,PLANNED,0.0,,Plan a weekend getaway,Travel,OPEN/STALLED
585,165,2025-01-02,PLANNED,0.0,,Research flights for a trip,Travel,OPEN/STALLED
